"last_name, first_name","player_id","year","player_age","avg_swing_speed","fast_swing_rate","avg_swing_length","attack_angle","attack_direction","ideal_angle_rate","vertical_swing_path","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_contact_percent","sprint_speed"
"Jankowski, Travis",608671,2024,33,"67",1.9,"6.5",-1.1,-6.2,23.5,35.1,"85.4","5.9",25.3,0.7,2.7,24,50,4.1,24.7,64.9,14.5,20.7,55.8,"28.5"
"Refsnyder, Rob",608701,2024,33,"72.8",28,"7.6",12.1,2.5,60.2,33.2,"89.6","10.7",32.8,9.7,4.6,21.5,31.3,4.6,43.1,65.9,20.1,24.7,48.6,"27.3"
"Meneses, Joey",608841,2024,32,"70.4",11.8,"7",8.2,-0.9,51.2,33.1,"88.9","8.3",30.8,4.5,8,21.9,37.9,3.1,39.3,69,12.8,32.9,56.3,"25.5"
"Andujar, Miguel",609280,2024,29,"71.6",22.2,"7.6",5.8,-3,57.6,25.7,"86.1","9.2",26.1,2.7,3.1,26.1,40.6,3.8,33.7,66.1,7,35.9,68.5,"26.6"
"Swanson, Dansby",621020,2024,30,"71.7",12.8,"7.4",14.8,0.2,55.9,35.2,"89.4","10.4",32.6,9.2,7.9,21.1,36.1,3.3,42.7,71,22.6,24,51.1,"27.8"
"Newman, Kevin",621028,2024,30,"67.6",2.6,"6.7",5.8,-0.1,44.6,32.3,"85.6","9.7",25,1.6,1.6,24.2,36.7,5.6,23.4,68.3,10.5,28.3,64.8,"27.5"
"Taylor, Chris",621035,2024,33,"70",7.3,"7.2",11.9,1.1,47.4,39.3,"85.9","16.9",42.9,7.1,6.4,24.3,29.3,6.4,28.6,72.5,25.8,19.6,45.8,"28.1"
"Correa, Carlos",621043,2024,29,"74.5",45.5,"7.3",7,-1.8,45.3,30.6,"90.3","8.9",34.4,9.2,7.6,22.5,37.8,1.9,44.7,65.5,13.5,25.5,63.4,"26.8"
"Taylor, Tyrone",621438,2024,30,"70.5",6.8,"7.6",11.1,-7,57,35.4,"87.3","16.8",34.9,7.1,7.5,29,24.1,7.5,35.3,66.2,12,32.4,56.8,"28.9"
"Buxton, Byron",621439,2024,30,"74.3",41.8,"8.1",14.3,-10.1,56.5,34,"91.7","19.8",39.5,13.2,8.5,32.6,22.1,2.7,48.1,76.3,22.5,32.6,46.3,"29.7"
"Stewart, DJ",621466,2024,30,"71.5",19.2,"7.1",10.2,-3.1,63.1,25.4,"89.7","19.1",34.2,8.1,8.1,35.1,22.5,1.8,39.6,66.5,23.5,14.2,37.7,"27.0"
"Ward, Taylor",621493,2024,30,"69.8",8.4,"7.1",9.4,0,51.4,31.4,"90.9","17.4",41.9,13,6.7,30.5,26,1.2,42.4,64.8,17.7,20.8,49.1,"26.8"
"Wisdom, Patrick",621550,2024,32,"75.4",56.2,"7.9",14.3,-7.3,64.3,31.1,"90.9","28",23.8,15.8,7.9,43.6,13.9,5.9,48.5,71.3,22.3,25.7,42,"27.8"
"Olson, Matt",621566,2024,30,"73.8",38.7,"7.3",8.4,-1.6,44.5,34.1,"91.5","16.1",35.4,12.4,7.4,27.6,25.3,3.7,47.4,72.4,22,28.7,63.6,"25.5"
"Margot, Manuel",622534,2024,29,"72",19.9,"7.3",6.2,-1.1,48.6,27.8,"88.2","13.8",30.9,4.9,5.3,27.9,30.2,3.8,33.6,68.3,13.4,30.4,63.1,"27.5"
"Mateo, Jorge",622761,2024,29,"72.5",22.1,"7.8",5.9,-6.4,45.8,30,"88.1","14.1",30.2,4,7.4,26.8,31.5,5.4,34.9,70.2,14,33.6,58.3,"29.9"
"Ramírez, Harold",623912,2024,29,"71.7",28.3,"7.3",0.8,1.2,24.2,35.3,"87","-0.2",27.5,3.2,2.1,13.2,49.7,5.3,33.9,68.7,20.1,45.3,53.7,"28.0"
"Santander, Anthony",623993,2024,29,"73.1",33.8,"7.2",7.7,-7.2,50.7,26.5,"89.8","22.7",35,11.7,9.1,35,22.5,3,41.6,67.8,15.4,33.9,72.1,"26.0"
"Alonso, Pete",624413,2024,29,"75.2",51.8,"7.3",9.8,-2.9,56.3,31.7,"89.8","14.4",30.5,13.2,6.6,25.5,29.5,5.5,46.4,61.1,14.1,25.9,51.9,"26.1"
"Biggio, Cavan",624415,2024,29,"66.9",3.3,"6.9",11.3,-3.9,48.7,37.2,"82","21.2",37.3,2.5,5.9,33.9,26.3,8.5,16.9,55.4,16.1,18.1,48.8,"28.5"
"Conforto, Michael",624424,2024,31,"74.1",42.9,"7.4",12.4,-0.4,53.6,32,"90.2","14.8",33.7,11.8,9,24.8,27.9,2.8,46,65.4,18,24.5,55.8,"26.3"
"Frazier, Adam",624428,2024,32,"66.5",1.2,"6.9",10.5,-0.8,45.2,37.5,"84.5","15.3",37.9,2.9,4.9,28.2,29.1,7.8,22.8,65.3,11.2,26.4,60.3,"26.7"
"Trevino, Jose",624431,2024,31,"68.9",3.7,"7",8.2,-1.7,70.7,21.9,"88.1","9.9",26.9,5.3,3.5,29.2,38,3.5,35.1,53.5,10.3,28.8,68.4,"24.5"
"Gordon, Nick",624503,2024,28,"68.2",3.6,"7.3",9.6,2.5,45.9,33.9,"86.1","6.5",34.7,6.1,3.1,20.4,42.3,4.1,29.6,78.7,23.1,42.4,52.7,"27.7"
"McGuire, Reese",624512,2024,29,"68.8",6.1,"8.1",10.7,-2.7,50,30.5,"84","12.4",29.8,6.7,6.7,26,26.9,9.6,26.9,61.6,11.6,29.5,50.5,"25.5"
"Soler, Jorge",624585,2024,32,"75.4",56.6,"7.9",11,-9.6,56.5,33.5,"90.5","17.9",33.4,12.6,7.3,28.7,24.7,4.2,44.1,64.8,17.1,26.8,46.4,"26.9"
"Sosa, Edmundo",624641,2024,28,"73.1",34.1,"8.3",11.3,-3.4,51.1,34.6,"89.2","12.8",28.5,8.6,4.3,25.8,30.1,4.8,41.4,75.2,19.7,40.5,49.6,"29.2"
"Ibáñez, Andy",628451,2024,31,"70.1",5.8,"7.3",7.9,-5.2,47.2,28.2,"88.1","20.3",33.7,4.9,5.5,35,22.7,2.5,33.1,73.6,21.6,32.4,48.7,"27.6"
"Cronenworth, Jake",630105,2024,30,"69.5",6.3,"7.1",6.4,0.8,36.2,33.3,"88.6","13.9",35.4,7.8,5.8,25.7,29.2,5.2,36.7,65.9,10.8,23.1,63.9,"27.7"
"Anderson, Tim",641313,2024,31,"69.7",4.3,"7.2",9.9,8.9,50.9,39.9,"86.1","1.4",29.5,1.8,4.8,13.3,44,3,30.1,71,22.8,38,54.5,"27.1"
"Bauers, Jake",641343,2024,28,"73.8",30.8,"7.5",13.7,-4.5,48.8,35.7,"89.4","22.6",38.6,10.3,9.2,32.6,16.3,6,42.9,68.7,20.6,19.7,36.7,"27.2"
"Bellinger, Cody",641355,2024,28,"69",5.2,"7.6",13.2,-3.1,59.5,32.6,"87.8","17.4",32.9,6.3,3.9,36.6,27.3,2.3,32.9,67.1,16,32.4,65,"28.4"
"Calhoun, Willie",641432,2024,29,"69.9",10.4,"6.7",3.7,-3.6,41.6,23.2,"89","12.4",30.2,3,5.5,30.2,31.7,2.5,37.7,64.2,8.1,22.9,72.5,"24.3"
"Crawford, J.P.",641487,2024,29,"71.9",23.2,"7.3",7.8,-1.5,41.3,36.8,"87.5","13.2",30.2,6.5,6.5,24.4,32.3,5.5,37.8,61.9,15.8,18.2,63.3,"26.8"
"Fraley, Jake",641584,2024,29,"71.8",20,"7.1",8.3,-6.6,37.1,38.2,"84.3","11.1",34.6,3.2,3.5,25.8,35.3,6.4,24.7,81.2,15.7,31.6,62.4,"28.3"
"Garver, Mitch",641598,2024,33,"71.2",9.9,"7.3",14.3,-8,66.2,29.4,"89.9","18.3",32.5,8.4,7.2,35.9,27,1.3,39.7,57.6,21.4,20,42.6,"26.0"
"Guillorme, Luis",641645,2024,29,"64.9",1,"7.5",5.2,14.6,39.4,34.7,"85.5","5.7",32.8,2.3,3.1,19.5,46.1,3.1,21.1,60.4,13.9,23.9,68.4,"24.7"
"Hampson, Garrett",641658,2024,29,"69",2.6,"7",10.5,-2.5,55,31.6,"86","16.1",31.6,4.4,5.7,32.9,28.5,7.6,30.4,66.1,16,26.3,57.4,"29.8"
"Heim, Jonah",641680,2024,29,"70.2",9.7,"7.4",11.5,0.1,60.2,28.8,"88.5","14.5",29.9,5.9,5.9,28.8,31.3,3.8,36.4,76.3,14.4,32.1,64.2,"25.3"
"McMahon, Ryan",641857,2024,29,"72.5",26.3,"7.2",8.8,4.5,41.3,38.1,"92.1","10",36.5,10.9,7,18.4,33.2,2.3,49.7,65.6,22.4,26.6,49.4,"25.9"
"O'Neill, Tyler",641933,2024,29,"75.2",51.8,"7.6",17.6,-7.1,53.5,34.1,"90.9","20.2",34.6,17.3,7.9,28.7,25.6,5.1,48.8,65.2,24.4,26.2,44.2,"27.5"
"Smith, Dominic",642086,2024,29,"68.8",2.5,"7",15.4,-1.8,56.5,35.1,"89.3","13",37.7,10.6,7,26.6,29.1,3.5,38.7,65.1,19.2,27,60.9,"25.6"
"Tellez, Rowdy",642133,2024,29,"74.4",43.7,"8",5.3,-7.3,44.2,28.9,"89.4","17",32.4,8,5.7,31.4,28.8,1.7,36.5,58.8,11.6,27.5,55.7,"24.2"
"Thaiss, Matt",642136,2024,29,"72.4",23.5,"7.8",10.7,3.2,58.8,31.2,"86.6","12.9",33,8,8,27,28,9,40,68.3,34.6,22,45.2,"24.9"
"Wade, Tyler",642180,2024,29,"66.2",1.7,"6.7",7.3,-0.7,50.3,33.3,"83.7","14.5",38.1,1.8,2.7,25.7,29.2,15.9,17.7,62.4,11.4,25.7,56,"28.7"
"Siri, Jose",642350,2024,28,"72.5",27.2,"7.8",12.9,1,50,33,"87.5","15.4",35.7,14.7,8.8,21.8,29.4,7.1,41.6,67.1,32.1,35.3,40.2,"29.9"
"Rosario, Amed",642708,2024,28,"71.2",16.7,"7.3",5.7,0.3,47.8,27.4,"86.9","4.6",33.5,4.6,3.8,18.8,39.2,6.5,36.2,72.6,14.6,38.9,58,"29.0"
"Adames, Willy",642715,2024,28,"73.6",33.2,"8.1",15.5,-0.8,58.5,33.7,"88.6","20.6",38.2,12,8.6,31.6,21.8,4.5,40.7,71.3,21.1,28.1,49.5,"27.4"
"Estrada, Thairo",642731,2024,28,"71",14.3,"7.2",11.1,-4.8,61,30.3,"86.2","10.5",30.3,4.8,5.9,24.5,38.3,4.8,31.7,67.5,9.8,34.8,58.2,"28.0"
"Benintendi, Andrew",643217,2024,29,"68",1,"6.7",13.5,-0.4,55.7,34,"88","16.1",36.5,6.3,8.3,29.7,28.4,3.4,34.4,69.3,17,25.2,66.9,"26.7"
"Dubón, Mauricio",643289,2024,29,"69.4",6.6,"7.6",5.1,1.8,43.4,31,"86.1","14.6",30.4,2.8,3.1,29.6,33.5,5.4,26.5,79.4,15.9,41.2,75.7,"27.3"
"Jansen, Danny",643376,2024,29,"69",6.8,"6.9",13.2,-6.9,65.9,28.9,"86.6","21.7",34.1,6.4,5.9,40,22.7,5,29.7,61.8,14.7,20.2,60.7,"26.6"
"Kiner-Falefa, Isiah",643396,2024,29,"67",2.2,"6.8",6.6,0.5,44.2,31.3,"86.1","9.1",31.6,2.3,5.1,23,38,6.6,29.7,60.7,9.4,30.1,73,"27.8"
"McNeil, Jeff",643446,2024,32,"68.8",5.4,"7.2",8.2,-5.1,48.3,33,"87","14.9",32.2,3.1,6.1,32.5,28.3,4.4,31.1,78.4,11.1,30.7,64.8,"26.3"
"Tauchman, Mike",643565,2024,33,"69.3",4.5,"7",6.7,2.5,42,34.2,"89","15.5",34.9,7.4,4.8,30.1,28.8,2.2,41,69.6,18.6,22.7,65.9,"27.2"
"Albies, Ozzie",645277,2024,27,"69.1",7.5,"7.2",12.9,-5.4,57.9,33.8,"88.4","18.4",33.4,6.2,4.7,34,28.7,1.2,32,82.6,15.5,33.6,68.7,"27.2"
"Robles, Victor",645302,2024,27,"68.3",2.5,"6.9",14.6,-6.3,51.2,34.1,"86.7","14.8",34.8,6.2,4.8,24.3,27.6,14.3,28.6,78.8,16.1,33.2,57,"27.8"
"Devers, Rafael",646240,2024,27,"72.5",27.9,"7.4",8.3,7.3,59.6,28.4,"93.2","11.6",35.2,13,8.6,22.9,29.9,3.6,52.6,73.8,28.1,30.4,63.2,"26.5"
"Naylor, Josh",647304,2024,27,"72.9",32.7,"7.6",8.7,-8.7,45.3,29.1,"89.9","11.1",30.1,8.4,6.1,24.2,34.6,3.5,40.9,72.3,14.5,32.2,63,"25.2"
"Toro, Abraham",647351,2024,27,"69.6",10.7,"7.6",9.7,-2.9,56.6,31.9,"87.2","12.2",33.2,4.3,5.4,27.4,35.4,5.1,29.6,65.7,9.5,30.9,66.1,"27.9"
"Arraez, Luis",650333,2024,27,"63.1",0.2,"6",7.6,4.2,44.6,38.3,"86.3","13.7",40.9,1.6,3.8,26.8,31.3,3.9,23.7,63,4.7,35.3,88.7,"26.7"
"Jiménez, Eloy",650391,2024,27,"73.9",40.1,"7.2",5.5,-3,48.2,25.1,"92","4.3",25.1,7.8,3.9,17.6,45.1,2.7,49,70.1,15.3,33,53.8,"25.2"
"Torres, Gleyber",650402,2024,27,"70.1",9,"7.2",8.4,5.2,52.5,34.5,"88.6","15",38.2,6.3,6.1,28.6,29.9,2.2,35.4,69.2,18.7,21.4,63,"26.6"
"Castro, Willi",650489,2024,27,"70.6",15.5,"7.1",9.1,-5.9,45.9,37.1,"87.4","13.6",39,7,8,25.9,26.4,5.6,36.8,72.7,17.4,31.7,46.5,"27.9"
"Díaz, Yandy",650490,2024,32,"73.3",34.4,"7.5",3.2,6.9,38.2,25.4,"92.2","5",28.4,7.6,5.3,17.6,42.6,1.9,48.7,64,10.3,22.8,74.5,"25.4"
"De La Cruz, Bryan",650559,2024,27,"71.8",19.9,"7.7",13.4,1.1,52.8,38.1,"89.6","13.1",35.6,9.3,6.4,25.5,30.5,2.9,41.3,75.3,22.4,32.6,53,"27.5"
"Rengifo, Luis",650859,2024,27,"69.7",12,"7.2",9.5,0.8,52.5,33.4,"87","6.7",30.4,2.5,5,20,41.7,2.1,32.5,80,13.9,35.6,61.2,"26.9"
"Chapman, Matt",656305,2024,31,"76.6",64.1,"7.5",6.2,-2.8,51.5,26.4,"93.2","16.2",31.3,12.6,8.1,30.1,24.6,3.1,48.3,63.4,18.9,24.2,63.2,"28.7"
"Fairchild, Stuart",656413,2024,28,"70.3",10.1,"7.4",14.6,-10.5,58.2,33.4,"85.5","20.5",27.6,7.9,5.9,31.6,21.7,11.2,36.8,74.7,26.6,26,39.3,"29.1"
"Hill, Derek",656537,2024,28,"70.4",10,"7.3",15.5,2.7,44.5,36.4,"88.3","9.8",37.6,11,4.6,15.6,33.9,6.4,36.7,71.2,22.5,35.5,36.9,"29.5"
"Hilliard, Sam",656541,2024,30,"75.3",52.7,"7.3",9.7,-1,49.2,27.3,"94.6","16.5",30.7,14.8,2.3,27.3,21.6,5.7,52.3,66.7,29.7,27.9,33.7,"28.8"
"Hoskins, Rhys",656555,2024,31,"71.2",13.1,"8.1",15.7,-5.6,58.1,32.7,"88.7","20.8",29.7,12.7,6.2,33,23.9,3.9,42.2,59.3,21.2,25.4,61,"25.3"
"Jackson, Alex",656577,2024,28,"74.4",46.9,"7.5",10.6,-5.1,61.2,30.2,"86.7","20.2",21.6,9.1,1.1,40.9,31.8,4.5,31.8,71.9,29.5,36.4,43.1,"26.8"
"Joe, Connor",656582,2024,31,"72.1",23.9,"7.4",8.5,-8.7,49.9,30.8,"85.3","16.3",30.9,4.7,3.3,33.8,32,5.5,32.7,63.8,18.4,21.9,52.2,"26.9"
"McKinstry, Zach",656716,2024,29,"67.2",0.8,"6.7",12.5,-0.4,44.2,38,"88","18.7",37.8,4.3,7.8,30.9,23,3.9,32.6,66.7,14.1,27.9,57.9,"28.4"
"Mullins, Cedric",656775,2024,29,"71",7.6,"7.5",10.5,-3.7,60.6,29.3,"87.1","21.5",31.7,4.9,5.4,36,26,6.3,33.4,73.3,13.1,28.1,64.4,"28.3"
"O'Hearn, Ryan",656811,2024,30,"72.4",24.3,"7.1",9,0.3,43.8,31.5,"89.6","12",35,6.9,9.3,26.3,32.1,2.1,40.1,67.7,10.3,26.2,62.2,"27.8"
"Rivera, Emmanuel",656896,2024,28,"69.6",10,"6.9",6.8,-0.1,49.5,33.9,"89.7","8.7",33.7,7.9,5.9,18.3,37.1,3,44.1,70.8,18,28.9,49.4,"26.7"
"Schwarber, Kyle",656941,2024,31,"77.5",78,"7.7",13.1,-4.5,67.4,29.3,"93.6","15",31.8,15.6,7.3,24.2,27.1,2.6,55.5,60.7,23.7,20.9,45.7,"25.8"
"Smith, Pavin",656976,2024,28,"73",32.1,"7.4",11.3,-3.7,53.3,31.3,"90.2","13.1",34.9,14.7,2.8,22,30.3,4.6,44,59.3,14.1,17.9,54.4,"26.4"
"Thomas, Lane",657041,2024,28,"71.7",16.9,"6.8",9,-2.6,60.1,29.3,"88.8","17",31.5,7.4,7.1,27.4,27.1,3.2,40.6,64.1,17.1,22.8,58.8,"29.3"
"Verdugo, Alex",657077,2024,28,"68.3",7.5,"6.3",5.6,0.4,44.6,31.3,"88.3","9.9",31.6,5.6,6.1,23.8,38.1,3.6,34.9,61.3,9,25.6,66.7,"26.7"
"Wong, Connor",657136,2024,28,"72",17.5,"7.3",12.5,-1.3,51.7,33.2,"86.5","12.9",30.7,6.3,5.4,25.6,30.1,7.7,34.5,72.2,19.7,29.5,47.2,"28.4"
"DeJong, Paul",657557,2024,30,"72",15.5,"6.9",16,-1.7,56.6,35,"87.8","20",36.4,10.2,8.5,30.6,20.7,6.1,41.5,80.6,26.3,34.3,43.9,"26.8"
"Laureano, Ramón",657656,2024,29,"72.7",30.2,"7.2",17.1,-1.9,45,36.8,"89.2","13.3",38.7,12.6,6.8,23,27.7,4.7,40.8,73.3,22.7,30.4,45.5,"27.8"
"Sheets, Gavin",657757,2024,28,"72.7",29.7,"7.6",6.9,-6.3,44.4,29.4,"87.8","13.5",41.1,5.7,6.3,27.3,27,4,35.3,62.5,16.2,32.4,65.8,"26.7"
"Olivares, Edward",658668,2024,28,"71.8",23.4,"7.3",8.4,-2.2,58.9,27.4,"86.8","9.2",35.5,6.4,2.8,19.1,41.8,2.1,35.5,68.8,15,32.9,56,"27.8"
"Ohtani, Shohei",660271,2024,29,"76.3",64.1,"7.7",11.3,-1.7,51.6,35.1,"95.8","16.2",37.8,21.5,9,20.9,25.7,2.3,60.1,69.7,23.1,26.6,53.9,"28.1"
"Bruján, Vidal",660644,2024,26,"66.9",0.9,"7",7.4,-0.9,47.7,31.3,"85.1","8",29.7,1.5,4.1,23.1,39.5,7.7,22.6,73.9,17,28.4,54.9,"27.5"
"Acuña Jr., Ronald",660670,2024,26,"76.8",73.1,"7.6",10.7,4.6,58.8,34.9,"92.2","8.5",31.7,9.4,6.5,18.7,36.7,3.6,48.2,71,23,21.4,56.4,"27.7"
"Ruiz, Keibert",660688,2024,25,"66.4",1,"7.1",9.9,-12.5,55.7,32.3,"85.4","19.8",32.2,3.2,4.1,36.6,22.7,4.6,25.6,67.4,7.2,38.2,79.9,"25.0"
"Montero, Elehuris",660707,2024,25,"75.1",53.1,"7.6",7.6,-15.2,38.8,34.4,"89.5","17",27.5,7.6,6.4,33.3,28.7,3.5,41.5,72.3,14.1,39.3,45.8,"26.2"
"Yepez, Juan",660766,2024,26,"70.5",11.6,"7.3",7.6,-1.7,53,30.6,"86.6","8.5",30.3,5.9,5.3,19.7,39.4,5.3,35.6,70.9,15.6,32.5,65.9,"26.7"
"Sánchez, Jesús",660821,2024,26,"75.2",54.4,"7.1",7.9,2.5,50.8,30.7,"92.5","7.7",31.8,12.2,7.1,16.2,37.2,3.1,51.3,73.5,21.9,36.1,52.8,"27.2"
"Contreras, William",661388,2024,26,"74.7",50.4,"7.3",10,1.4,63.4,28.2,"92.8","6.1",29,10,7.8,17.4,39.2,2,49.5,71,19.3,25.6,50.8,"26.4"
"Varsho, Daulton",662139,2024,27,"73.7",34.4,"7.6",12.7,-3.6,54.2,32.6,"86.1","24.4",30.2,6.2,9,36.1,19.8,9.9,34,70.3,20,25.9,55.4,"28.5"
"Perkins, Blake",663368,2024,27,"69.4",3.2,"7.3",8.2,3.2,55.8,30.8,"88.8","12",32,3.9,6,26,34.5,6,37.7,60.2,20.8,24.5,57.5,"29.6"
"Nootbaar, Lars",663457,2024,26,"72.6",28.2,"6.8",8.2,0.2,49.5,29.9,"91.8","6",32.2,9.9,8.1,19,37,3.3,49.5,56.5,13.3,16.9,61.3,"27.0"
"Nevin, Tyler",663527,2024,27,"68.4",3.4,"7",9.8,2.2,57.4,34.9,"89.8","10.7",37,8.7,7.1,25.5,35.9,1.6,40.8,69,19.3,25.9,57.7,"26.4"
"Hoerner, Nico",663538,2024,27,"68.2",2.8,"7.1",4.9,-1.4,43.7,32.7,"85.7","10.4",36,1.2,2.1,26,35.3,4.2,27.6,63.8,6.9,31.8,77.5,"28.4"
"Riley, Austin",663586,2024,27,"75.2",53.6,"7.5",9.4,-3.5,46.4,32.6,"93.3","15.9",37.2,14.9,8.4,27.2,26.9,1.3,53.4,72.1,18.7,28,49.8,"27.9"
"Larnach, Trevor",663616,2024,27,"72.8",27.2,"7.4",11,-7.8,38.1,40,"92","12.4",36.2,10.1,8.6,25,30.2,1.9,45.1,63.5,15.4,25.7,42.5,"26.3"
"Mountcastle, Ryan",663624,2024,27,"75.1",50.6,"7.5",4.7,1.5,36.2,37.4,"90.8","10.4",36.2,8.8,7.9,21.1,33.2,3,45.2,75.9,16.2,38,58.6,"27.6"
"Hayes, Ke'Bryan",663647,2024,27,"72.1",19.7,"6.9",2,2.9,34.8,25.7,"88.9","4.8",29.9,2.4,6.5,20.7,41.5,3.7,42.9,62.3,7.8,28,60,"26.4"
"Tucker, Kyle",663656,2024,27,"72.2",22.9,"7.5",10.5,-5.9,46,36,"91.1","21.2",40,12.9,7.6,32,21.3,1.8,44.9,67.7,12.7,17.5,58.2,"26.0"
"Cameron, Daz",663662,2024,27,"72.9",30.4,"6.8",1.8,-6.2,30,33.3,"91.6","8.6",36.4,8.3,6.6,24,37.2,2.5,48.8,68.3,18.1,26,40,"28.4"
"India, Jonathan",663697,2024,27,"71.7",22.2,"7.2",8.1,-0.9,48.4,29.4,"87.2","13.5",39.3,7.7,5.8,22.5,31.9,4.6,36.5,57.6,12.2,18.4,58.3,"28.0"
"Bart, Joey",663698,2024,27,"74.8",51,"7.5",11.3,-4.4,44.4,35.6,"88.1","10.5",32.6,9.4,3.3,21,30.9,4.4,38.7,59.6,15.5,26.5,47.9,"27.0"
"Raleigh, Cal",663728,2024,27,"74.5",45.1,"7.8",16.8,-7.8,45.5,32.3,"91","21.2",35.6,15.4,6.9,31.9,17.3,4.8,48.1,74,23,32.8,52.9,"26.6"
"Fortes, Nick",663743,2024,27,"71.3",19.4,"7.1",2.1,-5.3,32.5,20.3,"84.3","15.4",29,1.4,2.9,28,34.1,11.5,22.6,65.6,8.8,31.5,76.9,"26.7"
"Grisham, Trent",663757,2024,27,"70.4",5.7,"7.7",16.2,-1.3,65.3,29.9,"90.6","20",25.6,12,7.2,32,26.4,6.4,46.4,56.9,17.8,13.8,50,"26.9"
"Vierling, Matt",663837,2024,27,"71.1",11.8,"7.4",6.5,0.9,50.8,29.6,"89.8","11.7",34.1,7.5,5.5,25.1,33.8,3.5,40.9,62.1,12.8,22,60.5,"28.8"
"Gonzalez, Romy",663853,2024,27,"74.1",38.4,"7",8,4.6,53.7,27.6,"92.3","3.7",29.7,8.3,9,15.9,39.3,4.8,51,75.9,17.2,36.7,48.8,"28.9"
"Stephenson, Tyler",663886,2024,27,"70.8",9.4,"7.4",11,1.9,52.5,36.7,"90.2","10.9",33,9.1,6.1,22.2,35.1,2,43.9,63.4,13.2,23.7,52.8,"26.5"
"Rodgers, Brendan",663898,2024,27,"71.7",25.2,"7.1",5,-2.3,39.9,31.9,"89.3","4.9",33.1,5.6,7,16.1,44.6,3.2,44.1,69.1,15,29.1,48,"26.0"
"Lowe, Nathaniel",663993,2024,28,"73.3",29.3,"7.3",6.9,7.6,50.3,30.1,"88.9","7.7",32.6,5.8,6.8,20,37.5,3,40,62.8,12.3,23.5,58.2,"26.4"
"Happ, Ian",664023,2024,29,"72.4",23.7,"7",9.7,-3.9,44.1,32.6,"90.8","15.1",37,11.7,7.7,26.6,26.8,3.5,45.2,67.8,21.4,23.3,52.7,"27.9"
"France, Ty",664034,2024,29,"71",14.3,"7.6",13.9,5.3,52.5,34.6,"88.7","12.9",30.5,7.3,6.2,25.9,33,4.3,40,74.7,16.4,26.9,53.5,"25.1"
"Lowe, Brandon",664040,2024,29,"73.4",36,"7.1",15.1,-3.6,46.5,34.7,"89.8","14.5",39.6,12.4,6.9,25.5,25.5,4,44.7,80.3,23.7,30.7,44,"27.2"
"Bader, Harrison",664056,2024,30,"71.2",19.9,"7.1",11.3,-5.5,54,25.1,"87.2","11.9",33.9,6.4,4.5,26.8,33.2,4.5,35.5,59.8,14.2,33.6,57.5,"28.2"
"Moore, Dylan",664238,2024,31,"73",27.8,"7.1",9.5,-8.4,62,31.4,"88.4","22.6",38.2,8.8,6,37.1,20.7,3.6,36.3,65.3,19.3,17.7,53.2,"28.0"
"Isbel, Kyle",664728,2024,27,"70.8",11,"7.1",3.8,-4.1,42.8,25.3,"88.1","9",24.8,3.9,3.6,24.2,35.3,7.8,36.3,61,9.4,30.9,60.7,"27.9"
"Bohm, Alec",664761,2024,27,"72.2",21.7,"7.4",6.4,2.6,50.8,30.8,"90.4","10.1",35.2,6.8,9.1,20.5,35.2,2.3,45.6,71.1,10.5,27.2,62.8,"26.3"
"Wade Jr., LaMonte",664774,2024,30,"72.4",26.1,"6.8",9.3,-1.2,53.2,32.2,"90.6","12.9",39.6,9.4,9,22.4,26.5,4.5,44.1,63,13.6,20.1,44.7,"25.2"
"Brown, Seth",664913,2024,31,"73.3",28.2,"7.2",10,-6.7,51.1,32.7,"90","14.6",35.2,8.4,6.9,29.5,24.9,4.2,40.6,75.3,16.5,30.3,41.8,"27.4"
"McCarthy, Jake",664983,2024,26,"67.3",3.1,"6.7",8.8,1.3,49.9,34.7,"84.5","9.1",30.4,2.7,4.3,21,35.8,10.2,24.5,67.1,7.9,31.1,60.9,"29.8"
"Peña, Jeremy",665161,2024,26,"72.6",22.5,"7.6",8.6,-5,55.5,28.9,"88.2","7.5",29.2,5.4,5.4,21.6,39.8,3.8,38.8,72.9,11.4,36.9,50.6,"29.8"
"Tatis Jr., Fernando",665487,2024,25,"74.7",47.8,"7.3",10.4,1.5,58,31.4,"93.5","10",33.7,14.5,6.9,18.5,31.4,3.6,55.8,74.4,19.6,28.2,49.8,"28.4"
"Guerrero Jr., Vladimir",665489,2024,25,"75.9",57.5,"7.7",3.2,-0.4,37.4,28.6,"93.8","7.4",35.1,13.7,6.3,18.1,34.7,2.9,54.9,68.5,15.1,27.5,62.7,"27.2"
"Pache, Cristian",665506,2024,25,"71.7",15.1,"7.4",9.9,0,56.1,31,"89.9","9.8",26.5,4.9,6.9,22.5,37.3,3.9,38.2,72.6,27,25.5,49.5,"28.5"
"Soto, Juan",665742,2024,25,"75.4",59.2,"7.3",12.2,2.5,60.8,27.1,"94.2","10.7",35.4,19.7,6.3,18.2,28.9,4.1,57,59,15.3,18.3,60.9,"26.8"
"Taveras, Leody",665750,2024,25,"71.3",14.8,"7.5",7,-5.2,37.8,32.4,"89","14.7",31.5,5.9,5.3,30.1,30.1,2.9,35.5,69.4,17.5,29.1,53.8,"28.5"
